Marque_Modele,VERSION,ENERGIE,Boite_de_vitesse,PUISS_FISCALE,DATE,MALUS,PRIX_Neuf
Skoda Kodiaq,2.0 TDI 190 4x4 DSG7 Sportline (Tout-Terrain),Diesel,Automatique,10CV,06/2019,983,46810
Fiat Ducato,3.5 L H2 (Vitré) 2.3D MultiJet 140 PACK TECHNO (Fourgon),Diesel,Manuelle,8CV,07/2019,,46812
Fiat Ducato Cabine Approfondie,3.5 L Maxi H2 2.3D MultiJet 130 Euro 6 Pack Professional (Fourgon),Diesel,Manuelle,8CV,07/2016,11488,46812
Opel Movano,F3500 L4H3 (PROPULSION RS) 2.3D BiTurbo 145 (Fourgon),Diesel,Manuelle,8CV,06/2019,,46824
Opel Movano,F3500 L3H2 2.3D BiTurbo 180 EasyTronic (Fourgon),Diesel,Automatique,8CV,06/2019,,46824
Iveco Daily Châssis Cabine,CHC 35 S (EMP 4100) 2.3D MultiJet 136 14 P HiMatic Quad-Leaf (Châssis),Diesel,Automatique,8CV,02/2018,,46836
BMW Série 4 Coupé,420d Coupé 190ch BVA8 Lounge (Coupé),Diesel,Automatique,10CV,02/2019,210,46850
Volkswagen Passat,2.0 TSI 190 DSG7 Elegance (4p.),Essence,Automatique,10CV,08/2019,1276,46855
Audi Q3,40 TDI 190 Quattro S tronic 7 Design (Tout-Terrain),Diesel,Automatique,10CV,11/2018,1074,46860
Fiat Ducato Châssis Cabine,3.5 L Maxxi Benne Alu + coffre 2.3D MultiJet 130 Euro 6 Pack Pro Nav (Châssis),Diesel,Manuelle,8CV,02/2018,,46860
Fiat Ducato Châssis Double Cabine,3.5 Maxi XL Benne 2.3D MultiJet 130 Euro 6 Pack Techno (Châssis),Diesel,Manuelle,8CV,07/2016,,46860
Renault Master,L4H3 3.5t (PROPULSION RJ) 2.3 dCi 130 CONFORT (Fourgon),Diesel,Manuelle,6CV,07/2019,20000,46860
Renault Master,L1H2 2.3 dCi 180 BVA GRAND CONFORT (Fourgon),Diesel,Automatique,8CV,11/2019,16810,46860
Renault Master Cabine Approfondie,L2H2 3.5t 2.3 dCi 135 Grand Confort (Fourgon),Diesel,Manuelle,8CV,06/2019,14881,46860
Renault Master Châssis Double Cabine,L3 3.5t 2.3 dCi 145 Energy GRAND CONFORT (Châssis),Diesel,Manuelle,8CV,07/2019,20000,46860
Fiat Ducato,3.5 L H2 (Vitré) 2.3D MultiJet 150 Euro 6 Pack Techno (Fourgon),Diesel,Manuelle,8CV,07/2016,18905,46872
Ford Transit Fourgon,T350 L3H3 2.0D 185 EcoBlue BVA Trend Business (Fourgon),Diesel,Automatique,7CV,05/2019,14881,46878
Ford Transit Custom Cabine Approfondie,320 L1H1 2.0D 185 EcoBlue BVA Sport (Fourgon),Diesel,Automatique,10CV,05/2019,12552,46884
BMW Série 2 Cabriolet,220i Cabriolet 184ch BVA8 Sport (Cabriolet),Essence,Automatique,10CV,02/2019,983,46900
BMW Série 3 Touring,320d Touring 190ch BVA Lounge (Break),Diesel,Automatique,10CV,02/2020,125,46900
Mini Mini Countryman,190 ch ALL4 BVA8 Cooper SD Yours (Tout-Terrain),Diesel,Automatique,10CV,01/2020,330,46900
Mini Mini Countryman,2.0i Turbo 306 BVA8 John Cooper Works (Tout-Terrain),Essence,Automatique,19CV,05/2019,5404,46900
Skoda Superb Combi,2.0 TSI 272 4x4 DSG7 Scout (Break),Essence,Automatique,17CV,06/2019,5404,46900
Fiat Ducato Cabine Approfondie,3.5 L Maxi H2 2.3D MultiJet 130 Euro 6 Série Spéciale Pack Pro Nav (Fourgon),Diesel,Manuelle,8CV,07/2016,11488,46932
Volkswagen Crafter Combi,35 L3H3 2.0 TDI 140 VAN Business Line Plus (Fourgon),Diesel,Manuelle,7CV,02/2017,20000,46932
Opel Movano,F3500 L4H2 (PROPULSION RJ) 2.3D BiTurbo 130 (Fourgon),Diesel,Manuelle,8CV,06/2019,,46944
Opel Movano,F3500 L2H3 2.3D BiTurbo 180 EasyTronic (Fourgon),Diesel,Automatique,8CV,06/2019,,46944
BMW Série 3,316d 122ch BVA Luxury (4p.),Diesel,Automatique,7CV,02/2020,,46950
Ford Galaxy,2.0 190 EcoBlue BVA8 Titanium (Monospace),Diesel,Automatique,10CV,07/2018,1172,46950
Ford Ranger Double Cabine,2.0 BI-Turbo 213 EcoBlue 4X4 BV10 Wildtrak (Pick-Up),Diesel,Automatique,7CV,02/2019,20000,46950
Ford Ranger Double Cabine,3.2 D 200 EcoBlue 4X4 BVA6 Wildtrak (Pick-Up),Diesel,Automatique,11CV,02/2019,20000,46950
Jaguar E-Pace,2.0D 150 AWD BVA I S (Tout-Terrain),Diesel,Automatique,9CV,06/2018,6039,46950
Fiat Ducato Châssis Cabine,3.5 Maxi L Caisse 20m3 2.3D MultiJet 130 Euro 6 Pack (Châssis),Diesel,Manuelle,8CV,07/2016,8254,46956
Jaguar XE,D180 AWD BVA Business S (4p.),Diesel,Automatique,10CV,02/2019,1901,46960
Skoda Kodiaq,2.0 TSI 190 4x4 DSG7 Laurin & Klement (Tout-Terrain),Essence,Automatique,10CV,01/2020,4543,46970
Renault Master,L3H3 3.5t 2.3 dCi 180 Energy Confort (Fourgon),Diesel,Manuelle,8CV,06/2019,13682,46980
Renault Master,L3H3 3.5t 2.3 dCi 165 Energy CONFORT (Fourgon),Diesel,Manuelle,8CV,07/2019,20000,46980
Lexus NX,2.5i 155 Hybride 300h 4WD BVA Pack (Tout-Terrain),Hybride,Automatique,8CV,04/2019,983,46990
Lexus UX,2.0i 152 Hybride 250h 4WD BVA F SPORT (Tout-Terrain),Hybride,Automatique,7CV,08/2019,0,46990
Toyota Hi Lux Double Cabine,2.4 D-4D 150 4WD BVA Black Edition (Pick-Up),Diesel,Automatique,8CV,04/2018,20000,46990
Toyota Hi Lux Double Cabine,2.4 D-4D 150 4WD BVA Chrome Edition (Pick-Up),Diesel,Automatique,8CV,04/2018,20000,46990
Fiat Ducato,3.5 Maxi XL H3 2.3D MultiJet 150 Euro 6 Pack Professional (Fourgon),Diesel,Manuelle,8CV,07/2016,20000,46992
Fiat Ducato Cabine Approfondie,3.5 M H2 2.3D MultiJet 130 Euro 6 Pack Techno (Fourgon),Diesel,Manuelle,8CV,07/2016,11488,46992
Iveco Daily Châssis Double Cabine,CHDC 35 S (EMP 3450) 2.3D MultiJet 136 14 HiMatic Quad-Leaf (Châssis),Diesel,Automatique,8CV,02/2018,,46998
BMW X1,sDrive20d 190ch BVA8 Sport (Tout-Terrain),Diesel,Automatique,10CV,02/2018,310,47000
Infiniti Q30,2.0t 211 AWD 7DCT Sport Tech (Tout-Terrain),Essence,Automatique,12CV,02/2018,5404,47000
Kia e-Niro,Electrique 204 ch BVA Premium (5p.),Électrique,Automatique,1CV,01/2020,-3000,47000
Iveco Daily Châssis Double Cabine,CHDC 35 C (EMP 3750) 12 BVM6 Quad-Leaf (Châssis),Diesel,Manuelle,8CV,07/2016,,47004
Volkswagen Transporter ProCab,L2 2.0 TDI 150 4MOTION BVM6 CONFORT (Fourgon),Diesel,Manuelle,7CV,09/2019,16810,47016
Nissan NV300 Cabine Approfondie,L2H1 3T0 2.0 DCI 170 DCT TEKNA (Fourgon),Diesel,Automatique,7CV,08/2019,,47030
Seat Tarraco,2.0 TDI 150 ch 4Drive DSG7 FR (Tout-Terrain),Diesel,Automatique,8CV,02/2020,1074,47030
Citroen Jumper,35 L3H2 (Tolé) 2.0 BlueHDi 165 BVM6 Driver (Fourgon),Diesel,Manuelle,7CV,06/2019,3784,47040
Peugeot Boxer,TOLE 335 L3H2 BlueHDi 165 ASPHALT (Fourgon),Diesel,Manuelle,7CV,09/2019,3784,47040
Renault Master Cabine Approfondie,L2H2 3.5t 2.3 dCi 150 Energy Confort (Fourgon),Diesel,Manuelle,8CV,06/2019,4818,47040
Renault Master Cabine Approfondie,2.3 dCi 150 BVA GRAND CONFORT (Fourgon),Diesel,Automatique,8CV,11/2019,17490,47040
Renault Master Châssis Double Cabine,2.3 dCi 145 Energy GRAND CONFORT (Châssis),Diesel,Manuelle,8CV,07/2019,20000,47040
Renault Master Transports Spécifiques,L2 3.5t 2.3 dCi 130 (Benne),Diesel,Manuelle,6CV,07/2019,20000,47040
Volvo V60,2.0 D3 150 BVM6 R-Design (Break),Diesel,Manuelle,8CV,04/2019,210,47040
Ford Transit Fourgon Cabine Approfondie,T350 L3H2 2.0D 130 EcoBlue BVA Limited (Fourgon),Diesel,Automatique,5CV,05/2019,14881,47046
Mercedes Vito Mixto,119 CDI Mixto Extra Long 190ch BVA Pro (Fourgon),Diesel,Automatique,6CV,09/2014,19641,47046
BMW X1,xDrive20i 192ch BVA8 Sport (Tout-Terrain),Essence,Automatique,11CV,02/2019,4279,47050
Jaguar E-Pace,2.0D 150 AWD BVM I R-Dynamic S (Tout-Terrain),Diesel,Manuelle,9CV,06/2018,2918,47050
Jeep Wrangler,2.2D MultiJet 200 AdBlue 4x4 BVA8 Sport (Tout-Terrain),Diesel,Automatique,12CV,09/2018,20000,47050
Peugeot 508,1.6i 180 Hybrid 225 PureTech e-EAT8 GT Line (5p.),Hybride,Automatique,8CV,06/2019,0,47050
Mercedes Sprinter Tourer,316 CDI 43 Tourer 3.5 t RWD 163ch (Combiné),Diesel,Manuelle,10CV,06/2019,20000,47058
Iveco Daily Châssis Double Cabine,CHDC 35 C (EMP 3450) 12 BVM6 Quad-Tor (Châssis),Diesel,Manuelle,8CV,07/2016,,47064
Opel Movano,F3500 L3H3 (PROPULSION RJ) 2.3D BiTurbo 130 (Fourgon),Diesel,Manuelle,8CV,06/2019,,47064
Land Rover Discovery Sport,Mark V D180 MHEV AWD BVA Business (Tout-Terrain),Diesel,Automatique,10CV,05/2019,2726,47074
Opel Zafira Life,L2 (PTAC Augmenté) 2.0 D 150 Business Elegance (Monospace),Diesel,Manuelle,8CV,07/2019,2205,47080
BMW Série 3 Touring,320i Touring 184ch BVA Business Design (Break),Essence,Automatique,10CV,10/2019,740,47100
BMW Série 3 Touring,318i Touring 156ch BVA M Sport (Break),Essence,Automatique,7CV,02/2020,,47100
Ford Mondeo,2.0 D 190 EcoBlue i-AWD BVA8 Vignale (5p.),Diesel,Automatique,10CV,02/2019,1276,47100
Jaguar E-Pace,2.0i 250 AWD BVA I R-Dynamic (Tout-Terrain),Essence,Automatique,16CV,06/2018,20000,47100
Land Rover Range Rover Evoque,2.0D 180 AWD BVA9 (Tout-Terrain),Diesel,Automatique,10CV,11/2018,2726,47100
Renault Master,L3H2 3.5t (PROPULSION RJ) 2.3 dCi 130 CONFORT (Fourgon),Diesel,Manuelle,6CV,07/2019,20000,47100
Renault Master,L3H3 3.5t (PROPULSION RJ) 2.3 dCi 130 GRAND CONFORT (Fourgon),Diesel,Manuelle,6CV,07/2019,20000,47100
Renault Trafic Navette,L2 2.0 dCi 145 Escapade (Combiné),Diesel,Manuelle,8CV,09/2019,2205,47100
Skoda Superb,1.4 TSI PHEV 218 DSG6 Sportline (5p.),Hybride,Automatique,6CV,06/2019,0,47100
Volvo V60,2.0 D3 150 BVM6 Inscription (Break),Diesel,Manuelle,8CV,04/2019,210,47100
Fiat Ducato,3.5 Maxi XL H3 2.3D MultiJet 180 Euro 6 Pack (Fourgon),Diesel,Manuelle,8CV,07/2016,20000,47112
Fiat Ducato,3.5 Maxi XL H3 2.3D MultiJet 150 Euro 6 Série Spéciale Pack Pro Nav (Fourgon),Diesel,Manuelle,8CV,07/2016,20000,47112
Iveco Daily Fourgon,35 S (V18 H3) 12 HiMatic Quad-Leaf (Fourgon),Diesel,Automatique,8CV,07/2016,20000,47112
Iveco Daily Fourgon,35 S (V12 H2) 2.3D MultiJet 156 HiMatic Quad-Leaf (Fourgon),Diesel,Automatique,8CV,07/2016,20000,47112
Audi TT Coupé,45 TFSI 245 S tronic 7 (Coupé),Essence,Automatique,14CV,01/2019,2726,47120
Opel Zafira Life,L3 2.0 D 150 Business Elegance (Monospace),Diesel,Manuelle,8CV,07/2019,2205,47120
Seat Tarraco,2.0 TDI 190 4Drive DSG7 Xcellence (Tout-Terrain),Diesel,Automatique,10CV,12/2019,2544,47120
Ford Transit Custom Cabine Approfondie,320 L2H1 2.0D 185 EcoBlue Sport (Fourgon),Diesel,Manuelle,10CV,05/2019,10488,47124
Volkswagen Sharan,1.4 TSI 150 BlueMotion Technology DSG6 Carat (Monospace),Essence,Automatique,8CV,06/2019,5105,47130
Fiat Ducato,3.5 M H1 3.0 GNV 140 Euro 6 Pack Professional (Fourgon),GPL,Manuelle,8CV,07/2016,,47136
Volkswagen Transporter ProCab,L1 2.0 TDI 198 DSG7 CONFORT (Fourgon),Diesel,Automatique,7CV,07/2019,4543,47136
Fiat Ducato Châssis Double Cabine,3.5 Maxi XL CDC Benne Alu 2.3D MultiJet 150 Euro 6 Pack Professional (Châssis),Diesel,Manuelle,8CV,02/2018,,47160
Volkswagen Transporter,6.1 FGN VITRE L2H1 2.0 TDI 198 DSG7 BUSINESS LINE (Fourgon),Diesel,Automatique,7CV,11/2019,6724,47160
Ford Transit Fourgon Cabine Approfondie,T350 L3H3 2.0D 170 EcoBlue BVA Trend Business (Fourgon),Diesel,Automatique,7CV,05/2019,14881,47166
Fiat Ducato,3.5 L H3 2.3D MultiJet 150 Euro 6 Pack Techno (Fourgon),Diesel,Manuelle,8CV,07/2016,18905,47172
Ford Transit Châssis Cabine,P350 L2 RJ HD 2.0D 170 EcoBlue Ambiente (Châssis),Diesel,Manuelle,7CV,05/2019,10488,47172
Iveco Daily Châssis Cabine,CHC 35 C (EMP 3000) 12 HiMatic Quad-Tor (Châssis),Diesel,Automatique,8CV,07/2016,,47184
Iveco Daily Châssis Cabine,CHC 35 C (EMP 3000) 2.3D MultiJet 150 BVM6 Quad-Tor (Châssis),Diesel,Manuelle,10CV,06/2017,,47184
Opel Movano,F3500 L3H2 (PROPULSION RJ) 2.3D BiTurbo 145 (Fourgon),Diesel,Manuelle,8CV,06/2019,,47184
Opel Zafira Life,L2 (PTAC Augmenté) 2.0 D 150 Elegance (Monospace),Diesel,Manuelle,8CV,07/2019,2205,47190
Iveco Daily Châssis Cabine,CHC 35 S (EMP 3000) 2.3D MultiJet 156 16 P HiMatic Quad-Leaf (Châssis),Diesel,Automatique,8CV,02/2018,,47196
BMW Série 3,330i 258ch BVA8 Lounge (4p.),Essence,Automatique,15CV,10/2018,898,47200
BMW X1,sDrive20i 192ch DKG7 M Sport (Tout-Terrain),Essence,Automatique,11CV,06/2018,1386,47200
BMW X2,xDrive 20i 192ch BVA Business Design (Tout-Terrain),Essence,Automatique,10CV,02/2020,2205,47200
BMW X2,xDrive 18d 150ch BVA8 Lounge (Tout-Terrain),Diesel,Automatique,8CV,06/2019,310,47200
Mercedes Classe CLA Shooting Brake,CLA 220 d Shooting Brake 8G-DCT Progressive Line (Break),Diesel,Automatique,10CV,06/2019,0,47200
Skoda Superb Combi,2.0 TSI 190 DSG7 Laurin & Klement (Break),Essence,Automatique,10CV,06/2019,1901,47200
Citroen Jumper,35 L3H3 (Tolé) 2.0 BlueHDi 140 BVM6 Driver (Fourgon),Diesel,Manuelle,7CV,06/2019,3331,47220
Peugeot Boxer,TOLE 335 L3H3 BlueHDi 140 ASPHALT (Fourgon),Diesel,Manuelle,7CV,09/2019,3331,47220
Renault Master,L3H3 3.5t 2.3 dCi 150 Energy Grand Confort (Fourgon),Diesel,Manuelle,8CV,06/2019,4818,47220
Renault Master,L2H3 3.5t 2.3 dCi 180 Energy Grand Confort (Fourgon),Diesel,Manuelle,8CV,06/2019,13682,47220
Renault Master,L3H2 3.5t 2.3 dCi 180 Energy Grand Confort (Fourgon),Diesel,Manuelle,8CV,06/2019,13682,47220
Renault Master,L3H3 2.3 dCi 145 GRAND CONFORT (Fourgon),Diesel,Manuelle,8CV,09/2019,20000,47220
Renault Master,L3H2 2.3 dCi 165 GRAND CONFORT (Fourgon),Diesel,Manuelle,8CV,09/2019,20000,47220
Renault Master,L2H3 2.3 dCi 165 GRAND CONFORT (Fourgon),Diesel,Manuelle,8CV,09/2019,20000,47220
Opel Zafira Life,L3 2.0 D 150 Elegance (Monospace),Diesel,Manuelle,8CV,07/2019,2205,47230
Volkswagen Tiguan All Space,1.5 TSI 150 DSG7 Carat Exclusive (Tout-Terrain),Essence,Automatique,8CV,07/2018,650,47250
Fiat Ducato,3.5 M H1 3.0 GNV 140 Euro 6 Série Spéciale Pack Pro Nav (Fourgon),GPL,Manuelle,8CV,07/2016,,47256
Volkswagen Transporter ProCab,L2 2.0 TDI 198 DSG7 BUSINESS LINE (Fourgon),Diesel,Automatique,7CV,09/2019,4543,47256
Honda CR-V,2.0 i-MMD 4WD BVA Exclusive (Tout-Terrain),Hybride,Automatique,8CV,10/2018,450,47270
Jaguar XE,D180 BVA Business R-Dynamic S (4p.),Diesel,Automatique,10CV,02/2019,818,47270
Mercedes Marco Polo,200 CDI 9G-Tronic Activity (Monospace),Diesel,Manuelle,8CV,09/2019,16149,47274
Citroen Jumper,4-35 L4H2 (Tolé) 2.0 BlueHDi 165 BVM6 Club (Fourgon),Diesel,Manuelle,7CV,06/2019,3784,47280
Citroen Jumper,4-35 L3H3 (Tolé) 2.0 BlueHDi 165 BVM6 Club (Fourgon),Diesel,Manuelle,7CV,06/2019,3784,47280
Fiat Ducato Châssis Double Cabine,3.5 Maxi XL CDC Benne Alu 2.3D MultiJet 150 Euro 6 Pack Pro Nav (Châssis),Diesel,Manuelle,8CV,02/2018,,47280
Iveco Daily Fourgon,35 C (V9 H1) 12 HiMatic Quad-Leaf (Fourgon),Diesel,Automatique,8CV,07/2016,20000,47280
Peugeot Boxer,435 L4H2 BlueHDi 165 PREMIUM (Fourgon),Diesel,Manuelle,7CV,07/2019,3784,47280
Peugeot Boxer,435 L3H3 BlueHDi 165 PREMIUM (Fourgon),Diesel,Manuelle,7CV,07/2019,3784,47280
Renault Master,L3H3 3.5t (PROPULSION) 2.3 dCi 145 Energy CONFORT (Fourgon),Diesel,Manuelle,6CV,07/2019,20000,47280
Renault Master,L4H2 3.5t (PROPULSION) 2.3 dCi 145 Energy CONFORT (Fourgon),Diesel,Manuelle,6CV,07/2019,20000,47280
Renault Master,L3H2 3.5t (PROPULSION) 2.3 dCi 165 Energy CONFORT (Fourgon),Diesel,Manuelle,6CV,07/2019,20000,47280
Renault Master,L3H2 3.5t (PROPULSION) 2.3 dCi 165 Energy GRAND CONFORT (Fourgon),Diesel,Manuelle,6CV,07/2019,20000,47280
Volkswagen Sharan,2.0 TDI 150 BlueMotion Technology DSG6 Lounge (Monospace),Diesel,Automatique,8CV,06/2019,1172,47280
Volkswagen Tiguan,2.0 TDI 150 BlueMotion Technology DSG7 Carat Exclusive (Tout-Terrain),Diesel,Automatique,8CV,09/2016,330,47290
Fiat Ducato,3.5 Maxi M H2 2.3D MultiJet 180 Euro 6 Pack Techno (Fourgon),Diesel,Manuelle,8CV,07/2016,20000,47292
Jeep Wrangler,2.0 l T 272 4x4 BVA8 Sport (Tout-Terrain),Essence,Automatique,18CV,09/2018,20000,47300
Mercedes Classe C Break,C 200 d Break 160ch 9G-Tronic Avantgarde Line (Break),Diesel,Automatique,8CV,04/2019,100,47300
Mercedes Classe C Break,C 200 Break 184ch 9G-Tronic Avantgarde Line (Break),Essence,Automatique,10CV,05/2018,2205,47300
Opel Movano,F3500 L4H2 (PROPULSION RS) 2.3D BiTurbo 165 (Fourgon),Diesel,Manuelle,8CV,06/2019,,47304
Ford Transit Kombi,T330 L3H2 2.0D 170 EcoBlue BVA Trend Business (Combiné),Diesel,Automatique,10CV,05/2019,9550,47305
Mercedes Vito Tourer,114 CDI Tourer 136ch 9G-Tronic Compact Select (Combiné),Diesel,Automatique,8CV,06/2019,4543,47321
Skoda Kodiaq,2.0 TDI 150 DSG7 Laurin & Klement (Tout-Terrain),Diesel,Automatique,8CV,06/2019,330,47330
Fiat Ducato Châssis Cabine,3.5 Maxi L Benne+Coffre 2.3D MultiJet 130 Euro 6 Pack Techno (Châssis),Diesel,Manuelle,8CV,07/2016,8254,47340
Fiat Ducato Châssis Double Cabine,3.5 Maxi XL Benne+Coffre 2.3D MultiJet 130 Euro 6 Pack Professional (Châssis),Diesel,Manuelle,8CV,07/2016,,47340
Iveco Daily Châssis Cabine,CHC 35 C (EMP 3450) 12 HiMatic Quad-Leaf (Châssis),Diesel,Automatique,8CV,02/2018,,47340
Ford S-Max,2.0 190 EcoBlue i-AWD BVA8 St-Line (Monospace),Diesel,Automatique,11CV,07/2018,4543,47350
Ford S-Max,2.0 240 EcoBlue BVA8 St-Line (Monospace),Diesel,Automatique,14CV,07/2018,4818,47350
Iveco Daily Châssis Double Cabine,CHDC 35 S (EMP 3750) 2.3D MultiJet 136 14 HiMatic Quad-Leaf (Châssis),Diesel,Automatique,8CV,02/2018,,47358
Audi Q3,45 TFSI 230 Quattro S tronic 7 Design (Tout-Terrain),Essence,Automatique,14CV,11/2018,8254,47360
Audi Q3,35 TDI 150 S tronic 7 Design Luxe (Tout-Terrain),Diesel,Automatique,8CV,11/2018,260,47360
Iveco Daily Châssis Double Cabine,CHDC 35 C (EMP 4100) 12 BVM6 Quad-Leaf (Châssis),Diesel,Manuelle,8CV,07/2016,,47364
Land Rover Discovery Sport,Mark V D150 MHEV AWD BVA Business R-Dynamic (Tout-Terrain),Diesel,Automatique,8CV,05/2019,2370,47374
Audi TT Coupé,40 TFSI 197 S tronic 7 S line (Coupé),Essence,Automatique,11CV,01/2019,1386,47380
Alfa Romeo Giulia,2.2 D 160 AT8 Sprint (4p.),Diesel,Automatique,8CV,12/2019,400,47400
Land Rover Range Rover Evoque,2.0D 150 2WD BVM6 R-Dynamic S (Tout-Terrain),Diesel,Manuelle,8CV,11/2018,2370,47400
Mercedes Classe GLA,GLA 250 211ch 7G-DCT Fascination (Tout-Terrain),Essence,Automatique,12CV,05/2018,5105,47400
Renault Master Cabine Approfondie,L2H2 3.3t 2.3 dCi 180 Energy Grand Confort (Fourgon),Diesel,Manuelle,8CV,06/2019,13682,47400
Renault Master Transports Spécifiques,L3 3.5t 2.3 dCi 165 Energy (Benne),Diesel,Manuelle,6CV,07/2019,20000,47400
Ford Transit Fourgon Cabine Approfondie,T350 L3H3 2.0D 130 EcoBlue BVA Limited (Fourgon),Diesel,Automatique,5CV,05/2019,14881,47406
Iveco Daily Châssis Double Cabine,CHDC 35 C (EMP 3750) 12 BVM6 Quad-Tor (Châssis),Diesel,Manuelle,8CV,07/2016,,47424
Opel Movano,F3500 L3H3 (PROPULSION RS) 2.3D BiTurbo 165 (Fourgon),Diesel,Manuelle,8CV,06/2019,,47424
BMW X1,sDrive20d 190ch BVA8 xLine (Tout-Terrain),Diesel,Automatique,10CV,02/2018,310,47450
Citroen SpaceTourer,Taille XL 2.0 BlueHDi 120 EAT8 Rip Curl (Combiné),Diesel,Automatique,6CV,09/2019,2918,47450
Mazda CX-5,2.2L Skyactiv-D 184 ch 4x4 BVA6 Takumi (Tout-Terrain),Diesel,Automatique,10CV,01/2020,2726,47450
Mercedes Classe GLB,GLB 200 d 8G-DCT AMG Line (Tout-Terrain),Diesel,Automatique,8CV,09/2019,310,47450
Audi Q3,35 TDI 150 Quattro Design Luxe (Tout-Terrain),Diesel,Manuelle,8CV,11/2018,2370,47460
Citroen Jumper,4-35 L4H3 (Tolé) 2.0 BlueHDi 140 BVM6 Club (Fourgon),Diesel,Manuelle,7CV,06/2019,3331,47460
Fiat Ducato Châssis Double Cabine,3.5 Maxi XL Benne+Coffre 2.3D MultiJet 130 Euro 6 Série Spéciale Pack Pro Nav (Châssis),Diesel,Manuelle,8CV,07/2016,,47460
Peugeot Boxer,435 L4H3 BlueHDi 140 PREMIUM (Fourgon),Diesel,Manuelle,7CV,07/2019,3331,47460
Iveco Daily Fourgon,35 S (V16 H2) 2.3D MultiJet 136 14 HiMatic Quad-Leaf (Fourgon),Diesel,Automatique,8CV,07/2016,20000,47472
Lexus NX,2.5i 155 Hybride 300h 4WD BVA Pack (Tout-Terrain),Hybride,Automatique,8CV,08/2019,983,47490
Lexus UX,2.0i 152 Hybride 250h 4WD BVA F Sport (Tout-Terrain),Hybride,Automatique,7CV,10/2018,0,47490
BMW X1,xDrive20i 192ch BVA8 xLine (Tout-Terrain),Essence,Automatique,11CV,02/2019,4279,47500
Land Rover Range Rover Evoque,2.0D 150 AWD BVA9 R-Dynamic (Tout-Terrain),Diesel,Automatique,8CV,11/2018,2370,47500
Peugeot 508,1.6i THP 225 PureTech EAT8 GT (5p.),Essence,Automatique,12CV,07/2019,240,47500
Mercedes Vito Tourer,116 CDI Tourer 116 CDI Extra Long Pro (Combiné),Diesel,Automatique,9CV,06/2019,4818,47507
Renault Master,L3H2 3.5t (PROPULSION) 2.3 dCi 145 Energy GRAND CONFORT (Fourgon),Diesel,Manuelle,6CV,07/2019,20000,47520
Renault Master Transports Spécifiques,20M3 3.5t 2.3 dCi 130 (Benne),Diesel,Manuelle,6CV,07/2019,20000,47520
Volkswagen Transporter,L2H1 2.0 TDI 198 DSG7 Business Line Plus (Fourgon),Diesel,Automatique,7CV,07/2019,4543,47520
Audi A4,30 TDI 136 S tronic 7 S line (4p.),Diesel,Automatique,6CV,07/2019,0,47525
Honda CR-V,1.5 i-VTEC 193 4WD CVT Origin Edition (Tout-Terrain),Essence,Automatique,11CV,08/2018,6039,47530
Ford Transit Fourgon,T350 L2H2 2.0D 170 EcoBlue BVA Limited (Fourgon),Diesel,Automatique,7CV,05/2019,14881,47538
Mercedes Vito Tourer,119 CDI Tourer 9G-Tronic Compact Pro (Combiné),Diesel,Automatique,11CV,06/2019,5105,47548
BMW Série 3,320d xDrive 190ch BVA Lounge (4p.),Diesel,Automatique,10CV,02/2020,230,47550
BMW X1,sDrive 20i 192ch DKG7 M Sport (Tout-Terrain),Essence,Automatique,10CV,05/2019,650,47550
Ford Transit Fourgon,P350 L4H3 2.0D 130 EcoBlue Ambiente (Fourgon),Diesel,Manuelle,5CV,05/2019,20000,47550
Iveco Daily Châssis Cabine,CHC 35 S (EMP 3450) 2.3D MultiJet 156 16 P HiMatic Quad-Leaf (Châssis),Diesel,Automatique,8CV,02/2018,,47556
Citroen Jumper,4-35 L4H2 (Tolé) 2.0 BlueHDi 165 BVM6 Worker (Fourgon),Diesel,Manuelle,7CV,06/2019,3784,47580
Iveco Daily Fourgon,35 C (V11 H2) 2.3D MultiJet 136 14 BVM6 Quad-Leaf (Fourgon),Diesel,Manuelle,8CV,07/2016,20000,47580
Lexus NX,2.5i 155 Hybride 300h 2WD BVA Pack Business (Tout-Terrain),Hybride,Automatique,8CV,04/2019,650,47590
Lexus NX,2.5i 155 Hybride 300h 4WD BVA Sport Edition (Tout-Terrain),Hybride,Automatique,8CV,04/2019,983,47590
Mercedes Classe SLC,SLC 180 156ch Fascination (Roadster),Essence,Manuelle,8CV,06/2018,2726,47600
Skoda Superb,2.0 TDI 150 DSG7 Laurin & Klement (5p.),Diesel,Automatique,7CV,06/2019,0,47600
Toyota Land Cruiser,2.8 D-4D 177 BVA Life (Tout-Terrain),Diesel,Automatique,11CV,10/2018,20000,47600
Toyota Land Cruiser,2.8 D-4D 177 BVA Life (Tout-Terrain),Diesel,Automatique,11CV,11/2019,20000,47600
Volkswagen Tiguan All Space,2.0 TDI 150 DSG7 Carat (Tout-Terrain),Diesel,Automatique,8CV,09/2017,330,47610
Fiat Ducato,3.5 L H2 3.0 GNV 140 Euro 6 Pack (Fourgon),GPL,Manuelle,8CV,07/2016,,47616
Audi TT Roadster,45 TFSI 245 BVM6 (Roadster),Essence,Manuelle,14CV,06/2019,3331,47620
Citroen Jumper,4-35 L3H2 (Tolé) 2.0 BlueHDi 165 BVM6 Driver (Fourgon),Diesel,Manuelle,7CV,06/2019,3784,47640
